ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101K30008,101K3000,코스피200 F 201503 (야간),251.80,1,0.05,251.95,252.05,251.45,252.16,0.00,"7,254","913,147,425,000","54,294",FU,2015-03-11,KRDRVFUK2I
KR4101K30008,101K3000,코스피200 F 201503 (주간),251.75,2,-0.10,250.05,252.35,249.80,252.16,251.75,"195,253","24,515,680,750,000","54,535",FU,2015-03-11,KRDRVFUK2I
KR4101K60005,101K6000,코스피200 F 201506 (야간),252.60,1,0.10,252.80,252.95,252.25,252.16,0.00,"1,216","153,585,925,000","79,086",FU,2015-03-11,KRDRVFUK2I
KR4101K60005,101K6000,코스피200 F 201506 (주간),252.50,2,-0.70,251.55,253.25,250.70,252.16,252.50,"31,984","4,034,422,875,000","79,094",FU,2015-03-11,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (야간),-,0,-,-,-,-,252.16,0.00,0,0,"1,204",FU,2015-03-11,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (주간),253.85,2,-0.55,252.30,254.40,252.05,252.16,253.85,29,"3,672,925,000","1,204",FU,2015-03-11,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (야간),-,0,-,-,-,-,252.16,0.00,0,0,529,FU,2015-03-11,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (주간),255.30,2,-0.40,252.50,255.30,252.05,252.16,255.30,33,"4,165,650,000",529,FU,2015-03-11,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (야간),-,0,-,-,-,-,252.16,0.00,0,0,270,FU,2015-03-11,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (주간),254.30,2,-1.45,252.80,254.30,252.80,252.16,254.30,9,"1,138,500,000",270,FU,2015-03-11,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (야간),-,0,-,-,-,-,252.16,0.00,0,0,721,FU,2015-03-11,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (주간),-,0,-,-,-,-,252.16,258.15,0,0,721,FU,2015-03-11,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,252.16,0.00,0,0,314,FU,2015-03-11,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),-,0,-,-,-,-,252.16,260.70,0,0,314,FU,2015-03-11,KRDRVFUK2I
KR4401K3K6S6,401K3K6S,코스피200 SP 1503-1506 (주간),0.85,1,0.85,1.30,1.30,0.85,252.16,0.00,"61,835","15,537,552,400,000",-,FU,2015-03-11,KRDRVFUK2I
KR4401K3K9S0,401K3K9S,코스피200 SP 1503-1509 (주간),2.05,1,2.05,2.20,2.20,2.00,252.16,0.00,42,"10,613,800,000",-,FU,2015-03-11,KRDRVFUK2I
KR4401K3KCS6,401K3KCS,코스피200 SP 1503-1512 (주간),3.10,1,3.10,0.00,3.25,0.00,252.16,0.00,52,"13,149,300,000",-,FU,2015-03-11,KRDRVFUK2I
KR4401K3L6S5,401K3L6S,코스피200 SP 1503-1606 (주간),2.00,1,2.00,2.00,2.10,2.00,252.16,0.00,12,"3,034,350,000",-,FU,2015-03-11,KRDRVFUK2I
KR4401K3LCS4,401K3LCS,코스피200 SP 1503-1612 (주간),-,0,-,-,-,-,252.16,0.00,0,0,-,FU,2015-03-11,KRDRVFUK2I
KR4401K3MCS2,401K3MCS,코스피200 SP 1503-1712 (주간),-,0,-,-,-,-,252.16,0.00,0,0,-,FU,2015-03-11,KRDRVFUK2I
